data_type,date_end_ce,date_start_ce,filename,folio_id,image_id,manuscript_id,material_type,processed_image_path,raw_image_path,script_family,source_root,split,text_file_path,thumbnail_path,work_title
image,,,manuscri06.PNG,FOLIO_000023,23,nan_000023,,data\processed\images_1024\manuscri06.PNG,data\raw\manuscripts\manuscri06.PNG,,,,,data\processed\thumbnails\manuscri06.PNG,
image,,,manuscri07.PNG,FOLIO_000024,24,nan_000024,,data\processed\images_1024\manuscri07.PNG,data\raw\manuscripts\manuscri07.PNG,,,,,data\processed\thumbnails\manuscri07.PNG,
image,,,manuscri08.PNG,FOLIO_000025,25,nan_000025,,data\processed\images_1024\manuscri08.PNG,data\raw\manuscripts\manuscri08.PNG,,,,,data\processed\thumbnails\manuscri08.PNG,
image,,,manuscri09.PNG,FOLIO_000026,26,nan_000026,,data\processed\images_1024\manuscri09.PNG,data\raw\manuscripts\manuscri09.PNG,,,,,data\processed\thumbnails\manuscri09.PNG,
image,,,manuscri10.PNG,FOLIO_000027,27,nan_000027,,data\processed\images_1024\manuscri10.PNG,data\raw\manuscripts\manuscri10.PNG,,,,,data\processed\thumbnails\manuscri10.PNG,
image,,,manuscri100.PNG,FOLIO_000028,28,nan_000028,,data\processed\images_1024\manuscri100.PNG,data\raw\manuscripts\manuscri100.PNG,,,,,data\processed\thumbnails\manuscri100.PNG,
image,,,manuscri101.PNG,FOLIO_000029,29,nan_000029,,data\processed\images_1024\manuscri101.PNG,data\raw\manuscripts\manuscri101.PNG,,,,,data\processed\thumbnails\manuscri101.PNG,
image,,,manuscri102.PNG,FOLIO_000030,30,nan_000030,,data\processed\images_1024\manuscri102.PNG,data\raw\manuscripts\manuscri102.PNG,,,,,data\processed\thumbnails\manuscri102.PNG,
image,,,manuscri103.PNG,FOLIO_000031,31,nan_000031,,data\processed\images_1024\manuscri103.PNG,data\raw\manuscripts\manuscri103.PNG,,,,,data\processed\thumbnails\manuscri103.PNG,
image,,,manuscri104.PNG,FOLIO_000032,32,nan_000032,,data\processed\images_1024\manuscri104.PNG,data\raw\manuscripts\manuscri104.PNG,,,,,data\processed\thumbnails\manuscri104.PNG,
image,,,manuscri105.PNG,FOLIO_000033,33,nan_000033,,data\processed\images_1024\manuscri105.PNG,data\raw\manuscripts\manuscri105.PNG,,,,,data\processed\thumbnails\manuscri105.PNG,
image,,,manuscri106.PNG,FOLIO_000034,34,nan_000034,,data\processed\images_1024\manuscri106.PNG,data\raw\manuscripts\manuscri106.PNG,,,,,data\processed\thumbnails\manuscri106.PNG,
image,,,manuscri107.PNG,FOLIO_000035,35,nan_000035,,data\processed\images_1024\manuscri107.PNG,data\raw\manuscripts\manuscri107.PNG,,,,,data\processed\thumbnails\manuscri107.PNG,
image,,,manuscri108.PNG,FOLIO_000036,36,nan_000036,,data\processed\images_1024\manuscri108.PNG,data\raw\manuscripts\manuscri108.PNG,,,,,data\processed\thumbnails\manuscri108.PNG,
image,,,manuscri109.PNG,FOLIO_000037,37,nan_000037,,data\processed\images_1024\manuscri109.PNG,data\raw\manuscripts\manuscri109.PNG,,,,,data\processed\thumbnails\manuscri109.PNG,
image,,,manuscri11.PNG,FOLIO_000038,38,nan_000038,,data\processed\images_1024\manuscri11.PNG,data\raw\manuscripts\manuscri11.PNG,,,,,data\processed\thumbnails\manuscri11.PNG,
image,,,manuscri110.PNG,FOLIO_000039,39,nan_000039,,data\processed\images_1024\manuscri110.PNG,data\raw\manuscripts\manuscri110.PNG,,,,,data\processed\thumbnails\manuscri110.PNG,
image,,,manuscri111.PNG,FOLIO_000040,40,nan_000040,,data\processed\images_1024\manuscri111.PNG,data\raw\manuscripts\manuscri111.PNG,,,,,data\processed\thumbnails\manuscri111.PNG,
image,,,manuscri112.PNG,FOLIO_000041,41,nan_000041,,data\processed\images_1024\manuscri112.PNG,data\raw\manuscripts\manuscri112.PNG,,,,,data\processed\thumbnails\manuscri112.PNG,
image,,,manuscri113.PNG,FOLIO_000042,42,nan_000042,,data\processed\images_1024\manuscri113.PNG,data\raw\manuscripts\manuscri113.PNG,,,,,data\processed\thumbnails\manuscri113.PNG,
image,,,manuscri114.PNG,FOLIO_000043,43,nan_000043,,data\processed\images_1024\manuscri114.PNG,data\raw\manuscripts\manuscri114.PNG,,,,,data\processed\thumbnails\manuscri114.PNG,
image,,,manuscri115.PNG,FOLIO_000044,44,nan_000044,,data\processed\images_1024\manuscri115.PNG,data\raw\manuscripts\manuscri115.PNG,,,,,data\processed\thumbnails\manuscri115.PNG,
image,,,manuscri116.PNG,FOLIO_000045,45,nan_000045,,data\processed\images_1024\manuscri116.PNG,data\raw\manuscripts\manuscri116.PNG,,,,,data\processed\thumbnails\manuscri116.PNG,
image,,,manuscri117.PNG,FOLIO_000046,46,nan_000046,,data\processed\images_1024\manuscri117.PNG,data\raw\manuscripts\manuscri117.PNG,,,,,data\processed\thumbnails\manuscri117.PNG,
image,,,manuscri118.PNG,FOLIO_000047,47,nan_000047,,data\processed\images_1024\manuscri118.PNG,data\raw\manuscripts\manuscri118.PNG,,,,,data\processed\thumbnails\manuscri118.PNG,
image,,,manuscri119.PNG,FOLIO_000048,48,nan_000048,,data\processed\images_1024\manuscri119.PNG,data\raw\manuscripts\manuscri119.PNG,,,,,data\processed\thumbnails\manuscri119.PNG,
image,,,manuscri12.PNG,FOLIO_000049,49,nan_000049,,data\processed\images_1024\manuscri12.PNG,data\raw\manuscripts\manuscri12.PNG,,,,,data\processed\thumbnails\manuscri12.PNG,
image,,,manuscri120.PNG,FOLIO_000050,50,nan_000050,,data\processed\images_1024\manuscri120.PNG,data\raw\manuscripts\manuscri120.PNG,,,,,data\processed\thumbnails\manuscri120.PNG,
image,,,manuscri121.PNG,FOLIO_000051,51,nan_000051,,data\processed\images_1024\manuscri121.PNG,data\raw\manuscripts\manuscri121.PNG,,,,,data\processed\thumbnails\manuscri121.PNG,
image,,,manuscri122.PNG,FOLIO_000052,52,nan_000052,,data\processed\images_1024\manuscri122.PNG,data\raw\manuscripts\manuscri122.PNG,,,,,data\processed\thumbnails\manuscri122.PNG,
image,,,manuscri123.PNG,FOLIO_000053,53,nan_000053,,data\processed\images_1024\manuscri123.PNG,data\raw\manuscripts\manuscri123.PNG,,,,,data\processed\thumbnails\manuscri123.PNG,
image,,,manuscri124.PNG,FOLIO_000054,54,nan_000054,,data\processed\images_1024\manuscri124.PNG,data\raw\manuscripts\manuscri124.PNG,,,,,data\processed\thumbnails\manuscri124.PNG,
image,,,manuscri125.PNG,FOLIO_000055,55,nan_000055,,data\processed\images_1024\manuscri125.PNG,data\raw\manuscripts\manuscri125.PNG,,,,,data\processed\thumbnails\manuscri125.PNG,
image,,,manuscri126.PNG,FOLIO_000056,56,nan_000056,,data\processed\images_1024\manuscri126.PNG,data\raw\manuscripts\manuscri126.PNG,,,,,data\processed\thumbnails\manuscri126.PNG,
image,,,manuscri127.PNG,FOLIO_000057,57,nan_000057,,data\processed\images_1024\manuscri127.PNG,data\raw\manuscripts\manuscri127.PNG,,,,,data\processed\thumbnails\manuscri127.PNG,
image,,,manuscri128.PNG,FOLIO_000058,58,nan_000058,,data\processed\images_1024\manuscri128.PNG,data\raw\manuscripts\manuscri128.PNG,,,,,data\processed\thumbnails\manuscri128.PNG,
image,,,manuscri129.PNG,FOLIO_000059,59,nan_000059,,data\processed\images_1024\manuscri129.PNG,data\raw\manuscripts\manuscri129.PNG,,,,,data\processed\thumbnails\manuscri129.PNG,
image,,,manuscri13.PNG,FOLIO_000060,60,nan_000060,,data\processed\images_1024\manuscri13.PNG,data\raw\manuscripts\manuscri13.PNG,,,,,data\processed\thumbnails\manuscri13.PNG,
image,,,manuscri130.PNG,FOLIO_000061,61,nan_000061,,data\processed\images_1024\manuscri130.PNG,data\raw\manuscripts\manuscri130.PNG,,,,,data\processed\thumbnails\manuscri130.PNG,
image,,,manuscri131.PNG,FOLIO_000062,62,nan_000062,,data\processed\images_1024\manuscri131.PNG,data\raw\manuscripts\manuscri131.PNG,,,,,data\processed\thumbnails\manuscri131.PNG,
image,,,manuscri132.PNG,FOLIO_000063,63,nan_000063,,data\processed\images_1024\manuscri132.PNG,data\raw\manuscripts\manuscri132.PNG,,,,,data\processed\thumbnails\manuscri132.PNG,
image,,,manuscri133.PNG,FOLIO_000064,64,nan_000064,,data\processed\images_1024\manuscri133.PNG,data\raw\manuscripts\manuscri133.PNG,,,,,data\processed\thumbnails\manuscri133.PNG,
image,,,manuscri134.PNG,FOLIO_000065,65,nan_000065,,data\processed\images_1024\manuscri134.PNG,data\raw\manuscripts\manuscri134.PNG,,,,,data\processed\thumbnails\manuscri134.PNG,
image,,,manuscri135.PNG,FOLIO_000066,66,nan_000066,,data\processed\images_1024\manuscri135.PNG,data\raw\manuscripts\manuscri135.PNG,,,,,data\processed\thumbnails\manuscri135.PNG,
image,,,manuscri136.PNG,FOLIO_000067,67,nan_000067,,data\processed\images_1024\manuscri136.PNG,data\raw\manuscripts\manuscri136.PNG,,,,,data\processed\thumbnails\manuscri136.PNG,
image,,,manuscri137.PNG,FOLIO_000068,68,nan_000068,,data\processed\images_1024\manuscri137.PNG,data\raw\manuscripts\manuscri137.PNG,,,,,data\processed\thumbnails\manuscri137.PNG,
image,,,manuscri138.PNG,FOLIO_000069,69,nan_000069,,data\processed\images_1024\manuscri138.PNG,data\raw\manuscripts\manuscri138.PNG,,,,,data\processed\thumbnails\manuscri138.PNG,
image,,,manuscri139.PNG,FOLIO_000070,70,nan_000070,,data\processed\images_1024\manuscri139.PNG,data\raw\manuscripts\manuscri139.PNG,,,,,data\processed\thumbnails\manuscri139.PNG,
image,,,manuscri14.PNG,FOLIO_000071,71,nan_000071,,data\processed\images_1024\manuscri14.PNG,data\raw\manuscripts\manuscri14.PNG,,,,,data\processed\thumbnails\manuscri14.PNG,
image,,,manuscri140.PNG,FOLIO_000072,72,nan_000072,,data\processed\images_1024\manuscri140.PNG,data\raw\manuscripts\manuscri140.PNG,,,,,data\processed\thumbnails\manuscri140.PNG,
image,,,manuscri141.PNG,FOLIO_000073,73,nan_000073,,data\processed\images_1024\manuscri141.PNG,data\raw\manuscripts\manuscri141.PNG,,,,,data\processed\thumbnails\manuscri141.PNG,
image,,,manuscri142.PNG,FOLIO_000074,74,nan_000074,,data\processed\images_1024\manuscri142.PNG,data\raw\manuscripts\manuscri142.PNG,,,,,data\processed\thumbnails\manuscri142.PNG,
image,,,manuscri143.PNG,FOLIO_000075,75,nan_000075,,data\processed\images_1024\manuscri143.PNG,data\raw\manuscripts\manuscri143.PNG,,,,,data\processed\thumbnails\manuscri143.PNG,
image,,,manuscri144.PNG,FOLIO_000076,76,nan_000076,,data\processed\images_1024\manuscri144.PNG,data\raw\manuscripts\manuscri144.PNG,,,,,data\processed\thumbnails\manuscri144.PNG,
image,,,manuscri145.PNG,FOLIO_000077,77,nan_000077,,data\processed\images_1024\manuscri145.PNG,data\raw\manuscripts\manuscri145.PNG,,,,,data\processed\thumbnails\manuscri145.PNG,
image,,,manuscri146.PNG,FOLIO_000078,78,nan_000078,,data\processed\images_1024\manuscri146.PNG,data\raw\manuscripts\manuscri146.PNG,,,,,data\processed\thumbnails\manuscri146.PNG,
image,,,manuscri147.PNG,FOLIO_000079,79,nan_000079,,data\processed\images_1024\manuscri147.PNG,data\raw\manuscripts\manuscri147.PNG,,,,,data\processed\thumbnails\manuscri147.PNG,
image,,,manuscri148.PNG,FOLIO_000080,80,nan_000080,,data\processed\images_1024\manuscri148.PNG,data\raw\manuscripts\manuscri148.PNG,,,,,data\processed\thumbnails\manuscri148.PNG,
image,,,manuscri149.PNG,FOLIO_000081,81,nan_000081,,data\processed\images_1024\manuscri149.PNG,data\raw\manuscripts\manuscri149.PNG,,,,,data\processed\thumbnails\manuscri149.PNG,
image,,,manuscri15.PNG,FOLIO_000082,82,nan_000082,,data\processed\images_1024\manuscri15.PNG,data\raw\manuscripts\manuscri15.PNG,,,,,data\processed\thumbnails\manuscri15.PNG,
image,,,manuscri150.PNG,FOLIO_000083,83,nan_000083,,data\processed\images_1024\manuscri150.PNG,data\raw\manuscripts\manuscri150.PNG,,,,,data\processed\thumbnails\manuscri150.PNG,
image,,,manuscri151.PNG,FOLIO_000084,84,nan_000084,,data\processed\images_1024\manuscri151.PNG,data\raw\manuscripts\manuscri151.PNG,,,,,data\processed\thumbnails\manuscri151.PNG,
image,,,manuscri152.PNG,FOLIO_000085,85,nan_000085,,data\processed\images_1024\manuscri152.PNG,data\raw\manuscripts\manuscri152.PNG,,,,,data\processed\thumbnails\manuscri152.PNG,
image,,,manuscri153.PNG,FOLIO_000086,86,nan_000086,,data\processed\images_1024\manuscri153.PNG,data\raw\manuscripts\manuscri153.PNG,,,,,data\processed\thumbnails\manuscri153.PNG,
image,,,manuscri154.PNG,FOLIO_000087,87,nan_000087,,data\processed\images_1024\manuscri154.PNG,data\raw\manuscripts\manuscri154.PNG,,,,,data\processed\thumbnails\manuscri154.PNG,
image,,,manuscri155.PNG,FOLIO_000088,88,nan_000088,,data\processed\images_1024\manuscri155.PNG,data\raw\manuscripts\manuscri155.PNG,,,,,data\processed\thumbnails\manuscri155.PNG,
image,,,manuscri156.PNG,FOLIO_000089,89,nan_000089,,data\processed\images_1024\manuscri156.PNG,data\raw\manuscripts\manuscri156.PNG,,,,,data\processed\thumbnails\manuscri156.PNG,
image,,,manuscri157.PNG,FOLIO_000090,90,nan_000090,,data\processed\images_1024\manuscri157.PNG,data\raw\manuscripts\manuscri157.PNG,,,,,data\processed\thumbnails\manuscri157.PNG,
image,,,manuscri158.PNG,FOLIO_000091,91,nan_000091,,data\processed\images_1024\manuscri158.PNG,data\raw\manuscripts\manuscri158.PNG,,,,,data\processed\thumbnails\manuscri158.PNG,
image,,,manuscri159.PNG,FOLIO_000092,92,nan_000092,,data\processed\images_1024\manuscri159.PNG,data\raw\manuscripts\manuscri159.PNG,,,,,data\processed\thumbnails\manuscri159.PNG,
image,,,manuscri16.PNG,FOLIO_000093,93,nan_000093,,data\processed\images_1024\manuscri16.PNG,data\raw\manuscripts\manuscri16.PNG,,,,,data\processed\thumbnails\manuscri16.PNG,
image,,,manuscri160.PNG,FOLIO_000094,94,nan_000094,,data\processed\images_1024\manuscri160.PNG,data\raw\manuscripts\manuscri160.PNG,,,,,data\processed\thumbnails\manuscri160.PNG,
image,,,manuscri161.PNG,FOLIO_000095,95,nan_000095,,data\processed\images_1024\manuscri161.PNG,data\raw\manuscripts\manuscri161.PNG,,,,,data\processed\thumbnails\manuscri161.PNG,
image,,,manuscri162.PNG,FOLIO_000096,96,nan_000096,,data\processed\images_1024\manuscri162.PNG,data\raw\manuscripts\manuscri162.PNG,,,,,data\processed\thumbnails\manuscri162.PNG,
image,,,manuscri163.PNG,FOLIO_000097,97,nan_000097,,data\processed\images_1024\manuscri163.PNG,data\raw\manuscripts\manuscri163.PNG,,,,,data\processed\thumbnails\manuscri163.PNG,
image,,,manuscri164.PNG,FOLIO_000098,98,nan_000098,,data\processed\images_1024\manuscri164.PNG,data\raw\manuscripts\manuscri164.PNG,,,,,data\processed\thumbnails\manuscri164.PNG,
image,,,manuscri165.PNG,FOLIO_000099,99,nan_000099,,data\processed\images_1024\manuscri165.PNG,data\raw\manuscripts\manuscri165.PNG,,,,,data\processed\thumbnails\manuscri165.PNG,
image,,,manuscri166.PNG,FOLIO_000100,100,nan_000100,,data\processed\images_1024\manuscri166.PNG,data\raw\manuscripts\manuscri166.PNG,,,,,data\processed\thumbnails\manuscri166.PNG,
image,,,manuscri167.PNG,FOLIO_000101,101,nan_000101,,data\processed\images_1024\manuscri167.PNG,data\raw\manuscripts\manuscri167.PNG,,,,,data\processed\thumbnails\manuscri167.PNG,
image,,,manuscri168.PNG,FOLIO_000102,102,nan_000102,,data\processed\images_1024\manuscri168.PNG,data\raw\manuscripts\manuscri168.PNG,,,,,data\processed\thumbnails\manuscri168.PNG,
image,,,manuscri169.PNG,FOLIO_000103,103,nan_000103,,data\processed\images_1024\manuscri169.PNG,data\raw\manuscripts\manuscri169.PNG,,,,,data\processed\thumbnails\manuscri169.PNG,
image,,,manuscri17.PNG,FOLIO_000104,104,nan_000104,,data\processed\images_1024\manuscri17.PNG,data\raw\manuscripts\manuscri17.PNG,,,,,data\processed\thumbnails\manuscri17.PNG,
image,,,manuscri170.PNG,FOLIO_000105,105,nan_000105,,data\processed\images_1024\manuscri170.PNG,data\raw\manuscripts\manuscri170.PNG,,,,,data\processed\thumbnails\manuscri170.PNG,
image,,,manuscri171.PNG,FOLIO_000106,106,nan_000106,,data\processed\images_1024\manuscri171.PNG,data\raw\manuscripts\manuscri171.PNG,,,,,data\processed\thumbnails\manuscri171.PNG,
image,,,manuscri172.PNG,FOLIO_000107,107,nan_000107,,data\processed\images_1024\manuscri172.PNG,data\raw\manuscripts\manuscri172.PNG,,,,,data\processed\thumbnails\manuscri172.PNG,
image,,,manuscri173.PNG,FOLIO_000108,108,nan_000108,,data\processed\images_1024\manuscri173.PNG,data\raw\manuscripts\manuscri173.PNG,,,,,data\processed\thumbnails\manuscri173.PNG,
image,,,manuscri174.PNG,FOLIO_000109,109,nan_000109,,data\processed\images_1024\manuscri174.PNG,data\raw\manuscripts\manuscri174.PNG,,,,,data\processed\thumbnails\manuscri174.PNG,
image,,,manuscri175.PNG,FOLIO_000110,110,nan_000110,,data\processed\images_1024\manuscri175.PNG,data\raw\manuscripts\manuscri175.PNG,,,,,data\processed\thumbnails\manuscri175.PNG,
image,,,manuscri176.PNG,FOLIO_000111,111,nan_000111,,data\processed\images_1024\manuscri176.PNG,data\raw\manuscripts\manuscri176.PNG,,,,,data\processed\thumbnails\manuscri176.PNG,
image,,,manuscri177.PNG,FOLIO_000112,112,nan_000112,,data\processed\images_1024\manuscri177.PNG,data\raw\manuscripts\manuscri177.PNG,,,,,data\processed\thumbnails\manuscri177.PNG,
image,,,manuscri178.PNG,FOLIO_000113,113,nan_000113,,data\processed\images_1024\manuscri178.PNG,data\raw\manuscripts\manuscri178.PNG,,,,,data\processed\thumbnails\manuscri178.PNG,
image,,,manuscri179.PNG,FOLIO_000114,114,nan_000114,,data\processed\images_1024\manuscri179.PNG,data\raw\manuscripts\manuscri179.PNG,,,,,data\processed\thumbnails\manuscri179.PNG,
image,,,manuscri18.PNG,FOLIO_000115,115,nan_000115,,data\processed\images_1024\manuscri18.PNG,data\raw\manuscripts\manuscri18.PNG,,,,,data\processed\thumbnails\manuscri18.PNG,
image,,,manuscri180.PNG,FOLIO_000116,116,nan_000116,,data\processed\images_1024\manuscri180.PNG,data\raw\manuscripts\manuscri180.PNG,,,,,data\processed\thumbnails\manuscri180.PNG,
image,,,manuscri181.PNG,FOLIO_000117,117,nan_000117,,data\processed\images_1024\manuscri181.PNG,data\raw\manuscripts\manuscri181.PNG,,,,,data\processed\thumbnails\manuscri181.PNG,
image,,,manuscri182.PNG,FOLIO_000118,118,nan_000118,,data\processed\images_1024\manuscri182.PNG,data\raw\manuscripts\manuscri182.PNG,,,,,data\processed\thumbnails\manuscri182.PNG,
image,,,manuscri183.PNG,FOLIO_000119,119,nan_000119,,data\processed\images_1024\manuscri183.PNG,data\raw\manuscripts\manuscri183.PNG,,,,,data\processed\thumbnails\manuscri183.PNG,
image,,,manuscri184.PNG,FOLIO_000120,120,nan_000120,,data\processed\images_1024\manuscri184.PNG,data\raw\manuscripts\manuscri184.PNG,,,,,data\processed\thumbnails\manuscri184.PNG,
image,,,manuscri185.PNG,FOLIO_000121,121,nan_000121,,data\processed\images_1024\manuscri185.PNG,data\raw\manuscripts\manuscri185.PNG,,,,,data\processed\thumbnails\manuscri185.PNG,
image,,,manuscri186.PNG,FOLIO_000122,122,nan_000122,,data\processed\images_1024\manuscri186.PNG,data\raw\manuscripts\manuscri186.PNG,,,,,data\processed\thumbnails\manuscri186.PNG,
image,,,manuscri187.PNG,FOLIO_000123,123,nan_000123,,data\processed\images_1024\manuscri187.PNG,data\raw\manuscripts\manuscri187.PNG,,,,,data\processed\thumbnails\manuscri187.PNG,
image,,,manuscri188.PNG,FOLIO_000124,124,nan_000124,,data\processed\images_1024\manuscri188.PNG,data\raw\manuscripts\manuscri188.PNG,,,,,data\processed\thumbnails\manuscri188.PNG,
image,,,manuscri189.PNG,FOLIO_000125,125,nan_000125,,data\processed\images_1024\manuscri189.PNG,data\raw\manuscripts\manuscri189.PNG,,,,,data\processed\thumbnails\manuscri189.PNG,
image,,,manuscri19.PNG,FOLIO_000126,126,nan_000126,,data\processed\images_1024\manuscri19.PNG,data\raw\manuscripts\manuscri19.PNG,,,,,data\processed\thumbnails\manuscri19.PNG,
image,,,manuscri190.PNG,FOLIO_000127,127,nan_000127,,data\processed\images_1024\manuscri190.PNG,data\raw\manuscripts\manuscri190.PNG,,,,,data\processed\thumbnails\manuscri190.PNG,
image,,,manuscri191.PNG,FOLIO_000128,128,nan_000128,,data\processed\images_1024\manuscri191.PNG,data\raw\manuscripts\manuscri191.PNG,,,,,data\processed\thumbnails\manuscri191.PNG,
image,,,manuscri192.PNG,FOLIO_000129,129,nan_000129,,data\processed\images_1024\manuscri192.PNG,data\raw\manuscripts\manuscri192.PNG,,,,,data\processed\thumbnails\manuscri192.PNG,
image,,,manuscri193.PNG,FOLIO_000130,130,nan_000130,,data\processed\images_1024\manuscri193.PNG,data\raw\manuscripts\manuscri193.PNG,,,,,data\processed\thumbnails\manuscri193.PNG,
image,,,manuscri194.PNG,FOLIO_000131,131,nan_000131,,data\processed\images_1024\manuscri194.PNG,data\raw\manuscripts\manuscri194.PNG,,,,,data\processed\thumbnails\manuscri194.PNG,
image,,,manuscri195.PNG,FOLIO_000132,132,nan_000132,,data\processed\images_1024\manuscri195.PNG,data\raw\manuscripts\manuscri195.PNG,,,,,data\processed\thumbnails\manuscri195.PNG,
image,,,manuscri196.PNG,FOLIO_000133,133,nan_000133,,data\processed\images_1024\manuscri196.PNG,data\raw\manuscripts\manuscri196.PNG,,,,,data\processed\thumbnails\manuscri196.PNG,
image,,,manuscri197.PNG,FOLIO_000134,134,nan_000134,,data\processed\images_1024\manuscri197.PNG,data\raw\manuscripts\manuscri197.PNG,,,,,data\processed\thumbnails\manuscri197.PNG,
